ImageId;YRelW;XRelH;utility
6557;0.899275;0.716850;1.000000
6558;0.463043;0.268498;0.933393
6559;0.427536;0.740293;0.899990
6559;0.092029;0.620147;0.799980
6560;0.761594;0.709524;1.000000
6561;0.461594;0.284249;0.944694
6561;0.934058;0.283150;0.953395
6561;0.144203;0.297436;1.000000
6561;0.468841;0.339560;0.633463
6561;0.459420;0.697070;0.899990
6561;0.331159;0.417582;0.599960
6562;0.136232;0.276190;1.000000
6562;0.819565;0.688645;0.575958
6562;0.518116;0.704029;0.599960
6563;0.831159;0.672527;0.599960
6564;0.105797;0.602930;0.945295
6564;0.556522;0.701465;1.000000
6564;0.171014;0.708425;1.000000
6564;0.841304;0.682784;0.699970
6565;0.076812;0.661905;0.950495
6565;0.065217;0.766667;0.960996
6565;0.868841;0.420513;0.668667
6566;0.200725;0.252747;0.899990
6568;0.106522;0.732234;0.599960
6570;0.630435;0.436630;0.983698
6571;0.898551;0.283150;0.699970
6572;0.489855;0.768864;0.672967
6573;0.471739;0.220879;0.939394
6574;0.125362;0.312088;1.000000
6574;0.282609;0.350549;0.881188
6575;0.057246;0.671062;0.948495
6575;0.104348;0.225641;0.964596
6576;0.810870;0.224908;0.944694
6576;0.591304;0.704762;1.000000
6576;0.103623;0.306960;0.799980
6578;0.862319;0.782784;1.000000
6578;0.454348;0.382418;1.000000
6578;0.282609;0.356044;0.787979
6579;0.631159;0.682051;1.000000
6579;0.507971;0.230769;0.899990
6580;0.899275;0.599267;0.799980
6581;0.750725;0.693407;1.000000
6581;0.059420;0.680952;0.743174
6584;0.657246;0.249084;1.000000
6585;0.926812;0.265934;0.994599
6585;0.344928;0.283883;0.891089
6585;0.257971;0.325641;0.583158
6585;0.555072;0.393040;1.000000
6586;0.038406;0.241026;0.936994
6586;0.950000;0.672894;0.864086
6587;0.186232;0.257875;0.971897
6588;0.271014;0.315385;1.000000
6588;0.086957;0.336996;0.961296
6588;0.705072;0.731502;0.990899
6589;0.531884;0.745421;0.799980
6590;0.623913;0.243223;0.966697
6590;0.582609;0.738828;1.000000
6590;0.683333;0.317582;1.000000
6590;0.959420;0.782051;0.524452
6591;0.923913;0.235897;0.944394
6591;0.517391;0.658242;0.883488
6592;0.064493;0.224542;0.935194
6592;0.826087;0.349451;1.000000
6592;0.264493;0.739194;0.899990
6593;0.123188;0.754945;0.799980
6593;0.581159;0.743956;0.699970
6594;0.469565;0.241392;1.000000
6594;0.307246;0.578388;0.899990
6595;0.439855;0.756044;1.000000
6595;0.721014;0.723077;1.000000
6595;0.168841;0.427106;0.693969
6596;0.520290;0.373626;0.572257
6596;0.560145;0.787179;0.740674
6596;0.090580;0.762637;0.566457
6598;0.300725;0.767399;1.000000
6598;0.831884;0.806593;1.000000
6599;0.941304;0.335165;0.986199
6599;0.709420;0.751648;0.782578
6600;0.802899;0.713187;0.699970
6601;0.083333;0.339194;0.565557
6603;0.329710;0.357509;1.000000
6603;0.576812;0.657875;1.000000
6603;0.501449;0.739560;0.863386
6603;0.384783;0.743590;0.899990
6603;0.234058;0.712088;0.799980
6604;0.507971;0.716850;0.949995
6604;0.313768;0.400733;0.945495
6605;0.478261;0.726740;1.000000
6606;0.448551;0.604029;1.000000
6606;0.118116;0.698901;1.000000
6606;0.455072;0.864835;1.000000
6607;0.128986;0.689377;1.000000
6608;0.670290;0.760073;0.860186
6610;0.695652;0.709158;0.899990
6611;0.853623;0.236264;1.000000
6612;0.233333;0.763370;0.963896
6612;0.097826;0.260440;0.992499
6612;0.152899;0.696703;0.758276
6614;0.525362;0.715751;0.870887
6615;0.231884;0.766300;0.599960
6616;0.786957;0.756410;0.995500
6617;0.732609;0.733700;0.975498
6617;0.136232;0.702198;1.000000
6618;0.976087;0.708059;0.612361
6618;0.911594;0.775458;0.969097
6619;0.083333;0.716850;0.660366
6619;0.949275;0.652015;0.965297
6619;0.057971;0.649084;0.840984
6620;0.094203;0.650183;1.000000
6620;0.848551;0.761538;1.000000
6622;0.921739;0.658974;0.599960
6625;0.895652;0.684615;0.699970
6626;0.042029;0.698535;0.742774
6627;0.953623;0.672894;0.751975
6628;0.092029;0.567766;0.959896
6629;0.183333;0.622344;0.994699
6629;0.331884;0.742857;0.599960
6631;0.389855;0.698168;0.962596
6631;0.328986;0.621245;1.000000
6632;0.856522;0.618681;0.699970
6632;0.694203;0.791209;0.599960
6633;0.494928;0.742125;1.000000
6633;0.041304;0.664835;0.654365
6635;0.200725;0.763736;0.799980
6637;0.765217;0.778388;1.000000
6638;0.930435;0.672161;0.876588
6639;0.752174;0.613187;1.000000
6639;0.892754;0.757143;1.000000
6640;0.339855;0.796703;0.951095
6640;0.608696;0.756777;0.599960
6641;0.365217;0.644322;1.000000
6642;0.136232;0.708791;1.000000
6643;0.326812;0.739560;1.000000
6643;0.667391;0.628571;1.000000
6643;0.915217;0.676190;0.599960
6644;0.586232;0.649451;1.000000
6644;0.765217;0.636996;0.799980
6645;0.128986;0.716117;1.000000
6648;0.414493;0.668132;1.000000
6649;0.871014;0.725275;0.899990
6649;0.839130;0.583516;0.990399
6649;0.621739;0.720879;0.899990
6650;0.709420;0.644322;1.000000
6654;0.076812;0.596337;0.749775
6655;0.464493;0.672527;0.799980
6656;0.794203;0.658974;1.000000
6656;0.263768;0.746154;1.000000
6657;0.206522;0.750183;1.000000
6657;0.150725;0.658974;1.000000
6657;0.168841;0.576190;0.576558
6658;0.964493;0.758974;0.928593
6658;0.299275;0.834432;1.000000
6659;0.119565;0.733333;1.000000
6661;0.204348;0.647985;1.000000
6662;0.276812;0.765201;0.977198
6662;0.484783;0.783150;0.796380
6665;0.968116;0.349451;0.915692
6665;0.311594;0.681685;1.000000
6666;0.124638;0.333333;1.000000
6666;0.937681;0.383516;0.567257
6666;0.782609;0.629670;0.757676
6667;0.361594;0.431868;0.963896
6667;0.041304;0.356410;0.853285
6668;0.329710;0.242857;0.971297
6668;0.816667;0.368864;1.000000
6669;0.363043;0.189011;0.999800
6669;0.818116;0.292674;1.000000
6669;0.879710;0.236630;0.868487
6669;0.257246;0.433700;0.771377
6670;0.740580;0.408059;0.927993
6670;0.124638;0.229670;0.977898
6670;0.735507;0.290842;1.000000
6670;0.366667;0.271062;1.000000
6670;0.534058;0.399267;0.985499
6670;0.499275;0.655311;1.000000
6670;0.528986;0.442491;0.546355
6671;0.781159;0.419780;1.000000
6671;0.234058;0.752015;0.799980
6671;0.807971;0.295604;0.599960
6671;0.418116;0.316484;0.994499
6672;0.856522;0.371429;1.000000
6672;0.360870;0.368132;1.000000
6672;0.025362;0.419780;0.719272
6672;0.069565;0.818315;0.952895
6673;0.241304;0.431868;0.983498
6673;0.130435;0.328205;0.964296
6674;0.492754;0.381319;1.000000
6674;0.150000;0.431502;0.992599
6674;0.814493;0.294505;1.000000
6674;0.721014;0.253114;0.967597
6674;0.876087;0.392674;0.979098
6674;0.723188;0.716117;1.000000
6674;0.206522;0.226374;0.799980
6675;0.744928;0.302930;1.000000
6675;0.053623;0.394505;0.827083
6675;0.103623;0.439560;0.543954
6675;0.289130;0.246520;1.000000
6676;0.817391;0.251282;0.732873
6677;0.810870;0.723077;0.945595
6677;0.647101;0.173260;1.000000
6677;0.709420;0.259341;1.000000
6677;0.433333;0.350183;0.952895
6677;0.081884;0.421978;0.962196
6677;0.944203;0.575824;0.729273
6677;0.414493;0.437729;0.642564
6677;0.223913;0.737729;0.699970
6678;0.889130;0.642125;1.000000
6678;0.465942;0.621978;0.799980
6679;0.926812;0.187912;0.945095
6679;0.551449;0.231868;1.000000
6679;0.335507;0.314652;0.936994
6679;0.059420;0.649817;0.969397
6680;0.151449;0.225275;1.000000
6681;0.615942;0.411355;0.668867
6681;0.583333;0.294505;1.000000
6682;0.052174;0.400000;0.844184
6682;0.951449;0.579487;0.832583
6683;0.938406;0.375092;0.946695
6683;0.932609;0.236630;0.966797
6683;0.523188;0.371429;1.000000
6683;0.954348;0.684249;0.943594
6684;0.096377;0.684982;1.000000
6685;0.042029;0.714286;0.930993
6686;0.242029;0.263736;1.000000
6686;0.118841;0.697802;1.000000
6687;0.217391;0.700000;1.000000
6688;0.663768;0.383883;0.985799
6688;0.252174;0.728205;0.899990
6689;0.889855;0.726740;0.779378
6691;0.955072;0.360440;0.964396
6692;0.025362;0.360073;0.938194
6693;0.850000;0.773993;0.842584
6693;0.694928;0.258242;1.000000
6694;0.402899;0.234432;0.778078
6694;0.134783;0.290476;0.551955
6694;0.183333;0.208059;0.899990
6695;0.390580;0.677289;1.000000
6695;0.944203;0.262637;0.842584
6695;0.473913;0.595238;0.899990
6696;0.728261;0.327473;1.000000
6696;0.191304;0.286813;0.899990
6698;0.355072;0.228938;0.965197
6698;0.946377;0.753480;0.952595
6698;0.480435;0.389377;0.998000
6699;0.175362;0.330037;1.000000
6699;0.727536;0.245421;0.962396
6699;0.889855;0.254212;1.000000
6699;0.389855;0.215385;0.765677
6699;0.073913;0.757143;0.979798
6700;0.050725;0.226740;0.934093
6700;0.755797;0.381319;0.886489
6700;0.765942;0.663004;0.899990
6701;0.900000;0.775824;0.943794
6701;0.528261;0.246520;1.000000
6701;0.097826;0.728571;0.797580
6702;0.086957;0.401832;0.943494
6705;0.838406;0.402930;0.889589
6708;0.634783;0.420879;0.944694
6708;0.526087;0.703663;1.000000
6710;0.360870;0.344689;1.000000
6710;0.936232;0.632234;0.747775
6711;0.797826;0.339194;1.000000
6712;0.840580;0.366300;1.000000
6712;0.357971;0.216117;0.987599
6712;0.163768;0.759341;0.680468
6714;0.592754;0.406960;0.969197
6715;0.392754;0.244689;0.963896
6715;0.139855;0.276190;0.599960
6716;0.925362;0.325641;0.933693
6717;0.827536;0.224176;0.962896
6717;0.071739;0.321612;0.936594
6717;0.155072;0.594505;1.000000
6718;0.803623;0.256044;0.965897
6718;0.384783;0.376923;0.670067
6720;0.051449;0.430037;0.934293
6720;0.256522;0.214286;1.000000
6722;0.068841;0.299634;1.000000
6722;0.484783;0.391575;1.000000
6722;0.886232;0.308059;1.000000
6722;0.231884;0.262637;0.542654
6723;0.674638;0.431502;0.948295
6723;0.097826;0.361172;0.699970
6726;0.194928;0.305128;1.000000
6726;0.194928;0.744322;0.879888
6727;0.581884;0.749817;1.000000
6727;0.918841;0.722711;0.699970
6728;0.544928;0.379853;0.899990
6728;0.824638;0.790110;0.699970
6729;0.200725;0.558608;0.652865
6729;0.916667;0.720513;1.000000
6730;0.497101;0.294872;1.000000
6730;0.079710;0.740659;0.699970
6731;0.613043;0.387179;0.985599
6731;0.512319;0.810989;0.596660
6733;0.927536;0.231502;0.977198
6733;0.704348;0.766667;0.599960
6733;0.566667;0.713919;0.563056
6734;0.089130;0.259341;1.000000
6734;0.057971;0.763370;0.940594
6734;0.186232;0.643590;1.000000
6734;0.598551;0.715018;0.699970
6735;0.694928;0.260440;1.000000
6735;0.621014;0.693407;0.799980
6736;0.492029;0.438095;0.554255
6737;0.463768;0.635531;0.899990
6738;0.736957;0.216484;1.000000
6739;0.686232;0.272161;1.000000
6739;0.815217;0.347253;1.000000
6740;0.307246;0.287179;0.892589
6740;0.466667;0.736996;0.899990
6742;0.284783;0.287546;1.000000
6742;0.779710;0.636996;0.698470
6742;0.173188;0.658242;0.693969
6743;0.450725;0.811722;1.000000
6743;0.907971;0.735897;0.899990
6744;0.618841;0.334432;1.000000
6744;0.505072;0.261538;1.000000
6745;0.197101;0.326374;0.995600
6747;0.902174;0.769963;0.962196
6749;0.773188;0.361172;0.940794
6750;0.134058;0.708059;0.799380
6751;0.402899;0.773626;0.947695
6751;0.866667;0.715751;0.799980
6752;0.483333;0.403297;1.000000
6752;0.772464;0.258974;1.000000
6752;0.881159;0.356410;0.899990
6753;0.313043;0.438095;0.964596
6754;0.844928;0.702930;0.899990
6754;0.492754;0.196703;0.899990
6756;0.807971;0.746520;1.000000
6757;0.397101;0.243956;0.944494
6758;0.968841;0.254212;0.822082
6758;0.068841;0.767033;0.873487
6759;0.765942;0.762637;0.973597
6759;0.210870;0.239194;1.000000
6759;0.260870;0.665201;0.899990
6760;0.975362;0.748718;0.715372
6760;0.265217;0.435165;0.989699
6760;0.750725;0.250916;0.599960
6760;0.230435;0.703663;0.899990
6760;0.230435;0.701465;0.799980
6760;0.923188;0.605128;0.971297
6760;0.771014;0.769231;1.000000
6761;0.055797;0.753480;0.949995
6761;0.067391;0.259707;0.966797
6761;0.847826;0.411722;0.899990
6761;0.432609;0.665201;0.599960
6762;0.870290;0.752747;1.000000
6762;0.057246;0.300366;0.771677
6763;0.878986;0.672894;1.000000
6764;0.920290;0.243223;0.999300
6764;0.288406;0.723443;1.000000
6765;0.049275;0.198535;0.945895
6766;0.896377;0.689377;0.699970
6767;0.057971;0.672527;0.849085
6768;0.789855;0.727106;0.899990
6770;0.871014;0.786813;0.967197
6770;0.226812;0.398901;1.000000
6771;0.958696;0.378022;0.922192
6771;0.501449;0.793407;0.899990
6772;0.928986;0.256410;0.946095
6772;0.105072;0.212454;0.673567
6773;0.082609;0.257509;0.952995
6773;0.556522;0.751282;1.000000
6773;0.729710;0.284249;0.899990
6774;0.507971;0.259707;1.000000
6774;0.657246;0.278755;1.000000
6775;0.314493;0.734432;0.960996
6775;0.534783;0.301465;0.960896
6775;0.193478;0.387546;0.545555
6776;0.170290;0.300000;0.979998
6776;0.513768;0.422344;0.947095
6776;0.108696;0.221612;0.954395
6777;0.676087;0.342491;0.990499
6777;0.715942;0.278022;1.000000
6778;0.317391;0.305861;1.000000
6778;0.925362;0.257875;0.943394
6779;0.378986;0.789744;0.865687
6780;0.613043;0.304762;0.981098
6781;0.561594;0.411722;1.000000
6781;0.905072;0.742857;1.000000
6782;0.799275;0.594872;0.849185
6782;0.427536;0.796337;0.699970
6783;0.968116;0.646520;0.920292
6783;0.457971;0.296337;0.950095
6783;0.123913;0.284615;1.000000
6783;0.718116;0.299634;0.982798
6783;0.655797;0.233333;0.942794
6783;0.963768;0.374359;0.936594
6783;0.429710;0.741026;1.000000
6784;0.042754;0.645788;0.931293
6784;0.037681;0.366667;0.532353
6784;0.900000;0.628938;0.599960
6785;0.076087;0.632967;1.000000
6785;0.731159;0.775824;0.896090
6786;0.098551;0.739927;0.699970
6786;0.951449;0.745055;0.851785
6787;0.242754;0.411355;0.571057
6787;0.592754;0.781319;0.881088
6788;0.622464;0.754945;0.799980
6789;0.969565;0.725641;0.519252
6789;0.577536;0.334799;1.000000
6789;0.313043;0.774359;0.765177
6789;0.087681;0.381319;1.000000
6790;0.050000;0.722711;0.936494
6790;0.155797;0.319414;0.799980
6792;0.948551;0.278022;0.939294
6793;0.222464;0.424542;0.962696
6793;0.034058;0.281319;0.923792
6793;0.121739;0.320513;1.000000
6793;0.235507;0.236264;0.899990
6794;0.897101;0.341392;0.949695
6795;0.658696;0.412454;1.000000
6795;0.873913;0.246520;1.000000
6795;0.221739;0.643956;1.000000
6796;0.121739;0.269597;1.000000
6796;0.971739;0.782051;0.720872
6797;0.807971;0.438095;0.930093
6797;0.092029;0.763736;1.000000
6797;0.898551;0.757509;0.681668
6798;0.760870;0.772161;0.691669
6798;0.236232;0.294872;0.592859
6798;0.223188;0.384615;1.000000
6798;0.763768;0.772161;0.790779
6798;0.285507;0.715385;0.589059
6799;0.557971;0.730403;1.000000
6801;0.186232;0.440659;0.964696
6801;0.817391;0.661538;0.699970
6802;0.669565;0.687546;0.933293
6803;0.295652;0.595238;0.958696
6803;0.121014;0.673260;0.699970
6804;0.361594;0.408425;0.931293
6804;0.599275;0.351648;1.000000
6804;0.788406;0.717582;1.000000
6806;0.844203;0.674725;0.520152
6806;0.567391;0.796337;0.972597
6807;0.157246;0.241026;1.000000
6808;0.763768;0.255678;0.959396
6808;0.969565;0.665934;0.921992
6808;0.696377;0.392308;0.688269
6808;0.905797;0.353846;1.000000
6809;0.224638;0.675824;1.000000
6809;0.283333;0.233333;0.998500
6809;0.046377;0.367766;0.743274
6810;0.696377;0.386081;1.000000
6811;0.132609;0.251648;1.000000
6811;0.446377;0.316850;1.000000
6812;0.600725;0.271062;1.000000
6812;0.536232;0.670696;0.936094
6812;0.206522;0.317216;0.846485
6813;0.546377;0.328205;1.000000
6813;0.433333;0.416484;1.000000
6813;0.431884;0.646886;0.599960
6814;0.734783;0.766300;0.964396
6814;0.254348;0.353114;0.979598
6814;0.915217;0.682051;1.000000
6815;0.512319;0.267399;1.000000
6815;0.608696;0.395238;1.000000
6815;0.026812;0.699267;0.533853
6815;0.325362;0.212821;0.899990
6816;0.710145;0.298901;0.594959
6816;0.877536;0.753846;0.976998
6816;0.499275;0.749817;0.799980
6817;0.252899;0.207692;0.992099
6817;0.931884;0.263736;0.956496
6817;0.723913;0.217949;0.982898
6817;0.157971;0.655311;1.000000
6818;0.533333;0.787179;0.958296
6818;0.586232;0.216117;0.799380
6819;0.808696;0.762271;1.000000
6820;0.533333;0.757875;0.958496
6820;0.038406;0.442491;0.916492
6820;0.725362;0.611722;0.887289
6820;0.815942;0.797436;1.000000
6820;0.405797;0.638828;1.000000
6820;0.096377;0.355678;0.969997
6820;0.721014;0.410623;0.978198
6820;0.771739;0.276190;1.000000
6820;0.411594;0.640659;0.899990
6821;0.953623;0.701465;0.932793
6821;0.795652;0.697802;0.934893
6821;0.639855;0.329304;1.000000
6821;0.092754;0.792308;0.982598
6821;0.739855;0.367766;1.000000
6821;0.078986;0.253114;0.999100
6821;0.744203;0.369597;0.599960
6821;0.542754;0.851648;1.000000
6821;0.697826;0.668132;0.675068
6822;0.533333;0.583516;0.960696
6822;0.428261;0.215385;0.987499
6822;0.855072;0.803297;1.000000
6822;0.570290;0.222711;0.899990
6822;0.886957;0.749084;0.528253
6823;0.339130;0.711355;1.000000
6823;0.147826;0.210623;0.835584
6823;0.041304;0.810989;0.732773
6823;0.424638;0.358242;1.000000
6824;0.287681;0.230403;1.000000
6824;0.726812;0.910989;0.996800
6824;0.323913;0.650549;1.000000
6825;0.078261;0.356044;0.571957
6825;0.158696;0.785714;1.000000
6825;0.525362;0.594505;0.670367
6825;0.322464;0.719048;0.990799
6826;0.326087;0.256044;0.844584
6826;0.523913;0.251282;1.000000
6826;0.750725;0.635897;1.000000
6826;0.884783;0.807326;0.699970
6827;0.681884;0.289011;1.000000
6827;0.189855;0.600733;0.963396
6827;0.908696;0.247619;0.683168
6827;0.905072;0.624908;0.860886
6828;0.118116;0.419780;0.949295
6828;0.876812;0.294505;0.985399
6828;0.035507;0.730769;0.729273
6828;0.834783;0.372894;0.785879
6829;0.856522;0.404396;1.000000
6829;0.026812;0.306960;0.509651
6829;0.648551;0.312821;0.699970
6830;0.819565;0.222711;1.000000
6831;0.873913;0.387546;0.991499
6831;0.055072;0.339927;0.978998
6831;0.161594;0.700366;1.000000
6832;0.066667;0.179121;0.950295
6832;0.576087;0.408059;0.958496
6832;0.939130;0.719048;0.834083
6832;0.915217;0.291575;1.000000
6832;0.115942;0.309890;0.599960
6832;0.117391;0.308059;0.699970
6832;0.165217;0.237729;0.599960
6832;0.151449;0.810256;1.000000
6832;0.224638;0.647253;1.000000
6832;0.850725;0.240659;0.982498
6833;0.673913;0.399267;0.997600
6833;0.022464;0.241392;0.919592
6833;0.300725;0.393773;0.899990
6833;0.154348;0.606960;0.781778
6833;0.929710;0.362637;0.545455
6833;0.923913;0.639194;0.699970
6834;0.170290;0.773626;0.949195
6834;0.837681;0.601832;1.000000
6835;0.820290;0.223810;1.000000
6835;0.171739;0.370696;1.000000
6835;0.446377;0.415018;1.000000
6835;0.730435;0.295604;0.944594
6835;0.197101;0.220147;0.549455
6835;0.671739;0.745421;1.000000
6835;0.252174;0.758608;1.000000
6835;0.642754;0.331136;1.000000
6836;0.136232;0.296703;1.000000
6836;0.531159;0.661905;0.899990
6837;0.175362;0.615385;0.931893
6837;0.883333;0.721612;0.958896
6837;0.427536;0.415018;1.000000
6838;0.036232;0.763370;0.924292
6838;0.136957;0.732601;0.831583
6838;0.454348;0.361538;1.000000
6838;0.063768;0.434432;0.936194
6838;0.041304;0.269597;0.951995
6838;0.272464;0.391209;0.949395
6839;0.410870;0.784615;0.969097
6839;0.086232;0.404762;0.890089
6839;0.309420;0.633700;1.000000
6839;0.166667;0.256410;0.699970
6840;0.950725;0.657875;0.942594
6841;0.397826;0.768132;0.699970
6842;0.858696;0.683516;0.964496
6842;0.661594;0.361905;1.000000
6842;0.223188;0.300000;1.000000
6842;0.078986;0.718681;0.564356
6843;0.302174;0.331502;1.000000
6843;0.836957;0.625641;1.000000
6844;0.484058;0.241392;1.000000
6844;0.344928;0.179487;0.955696
6844;0.170290;0.723810;1.000000
6844;0.050000;0.601832;0.963796
6844;0.949275;0.280952;0.638864
6844;0.854348;0.755311;0.599960
6846;0.445652;0.711355;0.952595
6846;0.297101;0.736264;0.523752
6846;0.928986;0.404396;0.942294
6846;0.768841;0.437729;0.950495
6847;0.938406;0.738095;0.949595
6847;0.551449;0.626374;0.978798
6847;0.070290;0.394505;0.838284
6847;0.859420;0.616117;1.000000
6847;0.149275;0.403663;0.899990
6848;0.228986;0.422344;1.000000
6848;0.904348;0.220513;0.775178
6849;0.139855;0.267033;0.951795
6849;0.752174;0.565934;0.963096
6849;0.120290;0.782418;0.979398
6849;0.392754;0.776557;0.750775
6849;0.339855;0.294139;0.599960
6849;0.742754;0.796703;1.000000
6849;0.338406;0.294139;0.599960
6850;0.070290;0.793040;0.657866
6850;0.915942;0.283150;0.992699
6850;0.276812;0.314286;0.964996
6850;0.726812;0.697436;1.000000
6851;0.313043;0.753480;0.949395
6851;0.468116;0.280952;0.958896
6851;0.142754;0.241026;1.000000
6851;0.868841;0.360440;0.973997
6851;0.410145;0.372894;1.000000
6851;0.497101;0.433333;0.541754
6851;0.525362;0.721978;0.980098
6852;0.028986;0.688278;0.816482
6852;0.523188;0.403297;0.941194
6852;0.244203;0.356777;0.899990
6852;0.852899;0.698168;1.000000
6853;0.474638;0.416117;1.000000
6853;0.344203;0.768864;0.699970
6854;0.881159;0.346520;1.000000
6854;0.463043;0.723443;0.799980
6854;0.227536;0.768864;1.000000
6855;0.141304;0.440293;0.954595
6855;0.900000;0.313553;0.599960
6855;0.792029;0.718681;1.000000
6855;0.265217;0.601099;1.000000
6855;0.900725;0.312821;0.599960
6856;0.118116;0.650183;0.964996
6856;0.059420;0.283883;0.946495
6856;0.544203;0.570330;0.992199
6857;0.275362;0.789377;0.968297
6858;0.216667;0.675092;1.000000
6858;0.557246;0.340293;0.599960
6859;0.859420;0.307326;1.000000
6859;0.636232;0.312454;0.872987
6859;0.304348;0.634432;0.799980
6859;0.576087;0.796703;0.799980
6860;0.648551;0.253480;0.969897
6860;0.431159;0.757509;0.946995
6861;0.566667;0.294505;1.000000
6861;0.947101;0.260073;0.930993
6862;0.729710;0.314286;1.000000
6862;0.116667;0.232967;0.799980
6862;0.504348;0.715751;0.899990
6863;0.521739;0.273260;0.599960
6863;0.658696;0.719048;0.560456
6864;0.570290;0.405128;1.000000
6864;0.648551;0.254945;0.980098
6864;0.104348;0.295604;0.664366
6864;0.960145;0.238462;0.935394
6864;0.143478;0.600000;1.000000
6865;0.886957;0.250549;0.976098
6865;0.373188;0.621978;1.000000
6866;0.551449;0.757875;0.967697
6866;0.893478;0.353114;1.000000
6866;0.146377;0.769597;0.899990
6867;0.134783;0.241026;0.961596
6867;0.345652;0.778022;0.948495
6867;0.905797;0.327839;1.000000
6867;0.632609;0.219048;1.000000
6867;0.507246;0.743956;0.899990
6868;0.126087;0.269231;1.000000
6868;0.564493;0.409890;1.000000
6868;0.886957;0.207326;0.958996
6868;0.953623;0.299267;0.953095
6868;0.284783;0.375458;0.899990
6868;0.322464;0.605128;0.899990
6869;0.684058;0.375092;1.000000
6869;0.063768;0.197802;0.936994
6869;0.328261;0.301465;1.000000
6869;0.108696;0.290476;1.000000
6869;0.937681;0.260073;0.857186
6870;0.044203;0.672161;0.924192
6870;0.878986;0.335165;1.000000
6870;0.760870;0.298168;1.000000
6870;0.299275;0.656777;0.799980
6870;0.399275;0.405128;1.000000
6870;0.057246;0.253114;0.763276
6871;0.092754;0.335897;0.956396
6871;0.438406;0.337363;1.000000
6871;0.937681;0.423077;0.944294
6871;0.051449;0.271795;0.858486
6871;0.659420;0.762271;0.787779
6871;0.947826;0.603663;0.638064
6872;0.802899;0.308425;1.000000
6872;0.183333;0.423077;1.000000
6872;0.160145;0.367766;1.000000
6872;0.321739;0.288645;0.540754
6873;0.384783;0.224176;0.773877
6873;0.413043;0.700000;0.599960
6873;0.409420;0.696337;0.799980
6874;0.568116;0.587546;0.961596
6874;0.877536;0.281685;0.899990
6874;0.423913;0.256777;1.000000
6874;0.794928;0.723077;1.000000
6875;0.961594;0.698901;0.929593
6876;0.936957;0.402564;0.957696
6876;0.834783;0.311355;1.000000
6876;0.138406;0.717216;1.000000
6877;0.110145;0.413919;1.000000
6877;0.821739;0.394139;0.899990
6877;0.400000;0.304029;1.000000
6878;0.518841;0.262271;0.770077
6878;0.494928;0.387179;1.000000
6879;0.935507;0.233333;0.942294
6880;0.621014;0.288278;1.000000
6880;0.069565;0.225641;0.947095
6880;0.262319;0.765201;0.564456
6880;0.915942;0.732967;0.885489
6880;0.497826;0.656777;0.794979
6880;0.836957;0.668498;0.799980
6881;0.652899;0.749451;0.953495
6881;0.886232;0.328571;0.622962
6881;0.032609;0.732601;0.526953
6881;0.519565;0.302198;1.000000
6882;0.649275;0.724176;0.952595
6882;0.240580;0.375824;1.000000
6882;0.783333;0.374725;1.000000
6882;0.769565;0.298168;1.000000
6882;0.052174;0.701099;0.641264
6883;0.484058;0.378755;1.000000
6883;0.848551;0.289011;1.000000
6883;0.848551;0.794505;1.000000
6883;0.484058;0.259341;0.562856
6884;0.144203;0.286813;0.975698
6884;0.404348;0.247985;1.000000
6885;0.153623;0.658242;1.000000
6886;0.800000;0.323810;1.000000
6887;0.555797;0.305495;0.987799
6887;0.591304;0.431136;0.863886
6887;0.805072;0.772527;0.776078
6888;0.655797;0.249817;1.000000
6888;0.359420;0.294139;1.000000
6888;0.269565;0.272894;1.000000
6889;0.784783;0.260806;1.000000
6889;0.673188;0.375824;1.000000
6889;0.397826;0.702564;1.000000
6890;0.827536;0.403297;1.000000
6890;0.175362;0.329304;1.000000
6890;0.556522;0.424176;1.000000
6890;0.503623;0.567033;1.000000
6890;0.663768;0.414286;0.522152
6890;0.815942;0.439927;0.854085
6890;0.830435;0.642125;0.799980
6891;0.613768;0.768498;0.963196
6891;0.242754;0.438828;0.958996
6891;0.900000;0.253114;0.754075
6892;0.098551;0.783516;0.972597
6892;0.384058;0.270330;0.989299
6892;0.068116;0.243590;0.944694
6892;0.912319;0.311722;0.987099
6892;0.940580;0.404762;0.851585
6893;0.132609;0.262271;1.000000
6894;0.850725;0.431502;0.591259
6894;0.613768;0.598535;0.899990
6895;0.922464;0.246886;0.958896
6895;0.870290;0.732601;0.899990
6896;0.742754;0.764469;0.967197
6896;0.865942;0.245788;1.000000
6897;0.200725;0.694505;0.982598
6897;0.176812;0.204762;0.988199
6897;0.710870;0.335531;1.000000
6897;0.244928;0.305128;1.000000
6897;0.485507;0.321612;0.748275
6897;0.191304;0.811722;1.000000
6897;0.915942;0.646886;0.991599
6897;0.872464;0.727473;0.599060
6898;0.647101;0.776923;0.988099
6898;0.804348;0.376557;1.000000
6898;0.142029;0.638462;0.899990
6898;0.663768;0.704396;0.699970
6898;0.944928;0.268864;0.867887
6899;0.384783;0.436996;0.981198
6899;0.432609;0.293407;0.791179
6899;0.434783;0.293040;0.690569
6900;0.784058;0.287179;0.987799
6900;0.897101;0.334799;1.000000
6900;0.411594;0.312821;0.598360
6901;0.897826;0.356410;1.000000
6901;0.078986;0.327473;0.980898
6901;0.868841;0.817582;0.699970
6902;0.565942;0.391209;1.000000
