ImageId;YRelW;XRelH;utility
21934;0.078261;0.660806;0.855086
21935;0.947826;0.667766;0.962796
21935;0.705797;0.740293;1.000000
21935;0.251449;0.669231;1.000000
21936;0.784783;0.695971;1.000000
21936;0.371739;0.740659;1.000000
21936;0.076812;0.680952;1.000000
21937;0.849275;0.709524;0.950695
21937;0.870290;0.771795;1.000000
21937;0.826087;0.806960;0.537354
21937;0.506522;0.697802;1.000000
21937;0.103623;0.736996;0.985699
21937;0.763043;0.274725;1.000000
21937;0.871739;0.764835;0.699970
21938;0.514493;0.709890;0.948895
21938;0.541304;0.772527;1.000000
21938;0.215942;0.697436;1.000000
21938;0.601449;0.273260;1.000000
21938;0.540580;0.768864;0.599960
21939;0.181884;0.709890;0.948495
21939;0.207246;0.771795;1.000000
21939;0.060145;0.709524;0.993499
21939;0.342029;0.269597;1.000000
21939;0.853623;0.689744;0.899990
21939;0.206522;0.767399;0.699970
21940;0.175362;0.266300;1.000000
21940;0.515217;0.689377;0.899990
21941;0.613043;0.426374;0.599960
21941;0.178261;0.689377;0.799980
21942;0.890580;0.780952;0.972197
21942;0.334058;0.425641;0.599960
21942;0.742029;0.668132;1.000000
21943;0.557971;0.780952;0.972797
21943;0.805797;0.787912;0.956496
21943;0.411594;0.667399;1.000000
21944;0.224638;0.780586;0.972097
21944;0.473188;0.788278;0.957596
21944;0.121739;0.668498;1.000000
21944;0.902899;0.406593;0.687169
21945;0.621014;0.401465;1.000000
21945;0.139130;0.787912;0.958096
21946;0.286232;0.401465;1.000000
21946;0.847101;0.763004;0.899990
21946;0.766667;0.793040;1.000000
21947;0.045652;0.388645;0.935294
21947;0.576812;0.766667;0.899990
21947;0.800000;0.771429;1.000000
21947;0.433333;0.795238;1.000000
21947;0.921014;0.616850;0.972597
21948;0.895652;0.324908;0.786079
21948;0.899275;0.323810;0.586159
21948;0.245652;0.764469;1.000000
21948;0.464493;0.771429;1.000000
21948;0.134058;0.789744;1.000000
21948;0.691304;0.616850;0.899990
21949;0.918841;0.775092;0.961596
21949;0.623913;0.327106;0.899990
21949;0.059420;0.788645;0.988899
21949;0.159420;0.774359;1.000000
21949;0.360870;0.618315;0.899990
21950;0.600725;0.775092;0.972497
21950;0.284783;0.326007;0.899990
21950;0.892754;0.386447;1.000000
21951;0.266667;0.774725;0.973697
21951;0.057246;0.334432;0.842484
21951;0.057246;0.334432;0.543254
21951;0.731884;0.380220;1.000000
21952;0.558696;0.369597;1.000000
21952;0.877536;0.790110;1.000000
21953;0.484058;0.360806;1.000000
21953;0.702899;0.826374;1.000000
21953;0.601449;0.787546;0.699970
21954;0.509420;0.346886;0.899990
21954;0.371014;0.834799;1.000000
21954;0.268841;0.785714;0.799980
21955;0.773913;0.776190;0.599960
21955;0.497826;0.350183;1.000000
21955;0.167391;0.824542;1.000000
21956;0.811594;0.670696;1.000000
21956;0.407246;0.334799;1.000000
21956;0.804348;0.284615;0.648465
21957;0.902174;0.747619;0.976398
21957;0.638406;0.669231;1.000000
21957;0.247826;0.297436;1.000000
21957;0.471739;0.284615;0.648665
21958;0.578261;0.746886;0.989099
21958;0.506522;0.679121;1.000000
21958;0.135507;0.284982;0.747275
21958;0.874638;0.311355;0.552255
21959;0.247101;0.747985;0.985499
21959;0.386232;0.683516;1.000000
21959;0.684783;0.312454;0.799980
21960;0.218841;0.687546;1.000000
21960;0.363768;0.312454;0.799980
21961;0.807246;0.319048;1.000000
21961;0.054348;0.710623;0.973397
21961;0.212319;0.312088;0.699970
21962;0.637681;0.309158;1.000000
21963;0.476087;0.310989;1.000000
21964;0.849275;0.743223;0.963496
21964;0.819565;0.645421;0.899990
21964;0.298551;0.301465;1.000000
21964;0.818116;0.642857;0.599960
21965;0.513768;0.745055;0.966997
21965;0.486957;0.645788;0.799980
21965;0.140580;0.279853;1.000000
21965;0.796377;0.664835;1.000000
21965;0.489855;0.645421;0.599960
21966;0.179710;0.744689;0.965797
21966;0.168116;0.645055;0.799980
21966;0.968841;0.386081;0.743174
21966;0.463043;0.664835;1.000000
21966;0.885507;0.776190;1.000000
21966;0.167391;0.645421;0.599960
21967;0.806522;0.374725;1.000000
21967;0.142029;0.664835;1.000000
21967;0.560145;0.773993;1.000000
21968;0.550000;0.376557;1.000000
21968;0.226087;0.773626;1.000000
21969;0.242754;0.372161;1.000000
21970;0.078986;0.365934;1.000000
21970;0.837681;0.655678;1.000000
21970;0.817391;0.437729;0.899990
21971;0.750000;0.351282;1.000000
21971;0.763043;0.797436;1.000000
21971;0.675362;0.666667;1.000000
21971;0.581159;0.424908;0.599960
21972;0.417391;0.350916;1.000000
21972;0.425362;0.797436;1.000000
21972;0.399275;0.672161;1.000000
21972;0.638406;0.745788;0.699970
21972;0.270290;0.424176;0.599960
21973;0.110145;0.351282;0.985699
21973;0.137681;0.793040;0.899990
21973;0.218116;0.664103;1.000000
21974;0.886957;0.382051;1.000000
21975;0.939130;0.769963;0.937894
21975;0.725362;0.368498;1.000000
21975;0.097826;0.269963;0.899990
21976;0.652174;0.772894;0.971797
21976;0.970290;0.752381;0.929693
21976;0.563043;0.375824;1.000000
21976;0.967391;0.646886;0.717872
21977;0.318841;0.772894;0.971797
21977;0.712319;0.638828;0.981798
21977;0.778986;0.750549;1.000000
21977;0.444203;0.369231;1.000000
21978;0.046377;0.774359;0.830283
21978;0.382609;0.638462;0.980098
21978;0.444203;0.750549;1.000000
21978;0.276812;0.367766;1.000000
21978;0.913043;0.603297;0.878588
21978;0.801449;0.702930;0.699970
21979;0.943478;0.645788;0.930693
21979;0.077536;0.638462;0.959496
21979;0.135507;0.749817;1.000000
21979;0.750000;0.615018;1.000000
21979;0.107246;0.333700;1.000000
21979;0.826812;0.358608;1.000000
21979;0.607246;0.695238;0.699970
21980;0.746377;0.668864;0.969897
21980;0.617391;0.646520;0.933293
21980;0.466667;0.617216;1.000000
21980;0.671014;0.357509;1.000000
21980;0.931159;0.773260;1.000000
21980;0.273188;0.695971;0.699970
21981;0.413043;0.668864;0.969897
21981;0.752174;0.716850;0.992199
21981;0.284783;0.646520;0.934493
21981;0.211594;0.619048;1.000000
21981;0.508696;0.353846;1.000000
21981;0.641304;0.777656;1.000000
21981;0.849275;0.767033;1.000000
21981;0.066667;0.681319;0.966497
21982;0.093478;0.668498;0.959896
21982;0.420290;0.717216;0.991399
21982;0.745652;0.395604;0.699970
21982;0.048551;0.595238;0.941494
21982;0.939855;0.290110;0.840984
21982;0.430435;0.343590;1.000000
21982;0.306522;0.777289;1.000000
21982;0.583333;0.771062;1.000000
21983;0.097826;0.717582;0.982998
21983;0.772464;0.281319;1.000000
21983;0.913043;0.319414;0.862586
21983;0.258696;0.309158;1.000000
21983;0.243478;0.771429;1.000000
21983;0.934783;0.598535;0.837884
21983;0.957971;0.676190;0.642164
21984;0.171739;0.393407;0.699970
21984;0.665942;0.676190;0.580358
21984;0.807971;0.335897;1.000000
21984;0.601449;0.295238;1.000000
21984;0.590580;0.325275;0.863686
21984;0.086957;0.311722;1.000000
21984;0.725362;0.592308;0.599960
21985;0.339130;0.674359;0.782178
21985;0.552174;0.316484;1.000000
21985;0.256522;0.325275;0.761476
21985;0.363768;0.283150;0.799980
21985;0.869565;0.613553;1.000000
21985;0.386232;0.591575;0.699970
21986;0.255797;0.317582;1.000000
21986;0.734058;0.290110;0.899990
21986;0.606522;0.615018;1.000000
21987;0.826812;0.690842;1.000000
21987;0.084783;0.262271;0.986799
21987;0.496377;0.290110;0.899990
21987;0.030435;0.321245;0.512951
21987;0.275362;0.614286;1.000000
21987;0.831884;0.641392;0.756976
21988;0.726812;0.394872;0.966097
21988;0.568116;0.693773;1.000000
21988;0.249275;0.289377;1.000000
21988;0.067391;0.596703;0.981798
21988;0.501449;0.641026;0.756476
21989;0.394203;0.394139;0.965297
21989;0.248551;0.695238;1.000000
21989;0.083333;0.277289;0.867287
21989;0.164493;0.641026;0.863786
21990;0.061594;0.394872;0.965297
21990;0.076812;0.693773;0.970097
21990;0.867391;0.356044;1.000000
21991;0.697101;0.342491;1.000000
21992;0.528986;0.338095;1.000000
21992;0.867391;0.750183;0.799980
21993;0.492029;0.334799;1.000000
21993;0.795652;0.680952;1.000000
21993;0.470290;0.650916;0.899990
21994;0.626812;0.679121;1.000000
21994;0.332609;0.311355;1.000000
21994;0.144928;0.651648;0.599960
21995;0.395652;0.680952;1.000000
21995;0.168116;0.281685;1.000000
21995;0.807971;0.759341;1.000000
21995;0.890580;0.610989;0.975798
21996;0.226087;0.672894;1.000000
21996;0.473188;0.759707;1.000000
21996;0.611594;0.609890;1.000000
21997;0.059420;0.668498;0.830783
21997;0.160145;0.758974;1.000000
21997;0.277536;0.609524;1.000000
21997;0.942754;0.819780;0.774177
21998;0.775362;0.817216;1.000000
21998;0.758696;0.338095;0.899990
21999;0.620290;0.790476;1.000000
21999;0.423188;0.338828;1.000000
22000;0.787681;0.361538;0.993199
22000;0.343478;0.790110;1.000000
22000;0.953623;0.769597;0.938494
22000;0.114493;0.339927;1.000000
22001;0.454348;0.361538;0.994099
22001;0.691304;0.771795;0.995800
22001;0.182609;0.792308;1.000000
22002;0.121014;0.361538;0.996100
22002;0.930435;0.325275;0.980498
22002;0.360870;0.771429;0.993799
22003;0.852174;0.746520;0.545955
22003;0.839855;0.663370;1.000000
22003;0.768841;0.323810;1.000000
22003;0.210145;0.397802;0.599960
22003;0.070290;0.768498;0.958396
22003;0.967391;0.782784;0.620562
22004;0.516667;0.747619;0.844184
22004;0.752174;0.394139;0.699970
22004;0.896377;0.410623;1.000000
22004;0.669565;0.671062;1.000000
22004;0.600725;0.308791;0.899990
22004;0.725362;0.772527;0.899990
22005;0.187681;0.746886;0.946995
22005;0.413043;0.387546;0.899990
22005;0.892754;0.639194;0.899990
22005;0.413768;0.672894;1.000000
22005;0.507971;0.305861;0.899990
22005;0.721739;0.364835;0.799980
22005;0.394928;0.770330;0.899990
22005;0.889855;0.637729;0.699970
22006;0.119565;0.390842;1.000000
22006;0.726087;0.647985;0.799980
22006;0.248551;0.667399;1.000000
22006;0.524638;0.298535;1.000000
22006;0.092754;0.770696;0.875488
22006;0.724638;0.648352;0.799980
22007;0.396377;0.648352;0.699970
22007;0.080435;0.667399;0.996300
22007;0.494203;0.300366;1.000000
22007;0.397101;0.649451;0.799980
22008;0.799275;0.763736;0.985199
22008;0.924638;0.296703;0.935494
22008;0.166667;0.648718;0.699970
22008;0.327536;0.265568;1.000000
22008;0.171014;0.652015;0.799980
22009;0.466667;0.764103;0.987599
22009;0.629710;0.298535;0.959296
22009;0.160870;0.279121;1.000000
22010;0.777536;0.667033;0.965297
22010;0.133333;0.764469;0.986899
22010;0.774638;0.739927;0.978798
22010;0.297101;0.298535;0.959696
22011;0.444203;0.667033;0.965297
22011;0.442029;0.739927;0.981898
22011;0.036957;0.302930;0.917192
22012;0.110870;0.667399;0.965797
22012;0.108696;0.739560;0.980098
22012;0.941304;0.651282;0.944794
22013;0.913043;0.761538;0.941494
22013;0.777536;0.660440;1.000000
22014;0.590580;0.761905;0.951595
22014;0.623188;0.674725;1.000000
22015;0.255072;0.761538;0.946495
22015;0.492754;0.676190;1.000000
22016;0.347101;0.676190;1.000000
22017;0.165217;0.670330;1.000000
22017;0.508696;0.273626;0.799980
22017;0.893478;0.772894;1.000000
22018;0.947826;0.734066;0.949295
22018;0.447101;0.273626;0.899990
22018;0.710870;0.784249;1.000000
22018;0.769565;0.630037;1.000000
22019;0.657971;0.732601;0.983298
22019;0.267391;0.272894;1.000000
22019;0.378986;0.784249;1.000000
22019;0.430435;0.629304;1.000000
22020;0.330435;0.732601;0.988399
22020;0.098551;0.278388;0.886989
22020;0.154348;0.785714;1.000000
22020;0.161594;0.626374;1.000000
22021;0.876087;0.697802;1.000000
22022;0.711594;0.691941;1.000000
22022;0.802174;0.299634;1.000000
22023;0.386232;0.693407;1.000000
22023;0.472464;0.300000;1.000000
22024;0.168841;0.299267;1.000000
22024;0.895652;0.666300;1.000000
22024;0.175362;0.690110;0.899990
22025;0.725362;0.688645;1.000000
22025;0.841304;0.627106;1.000000
22026;0.670290;0.653114;1.000000
22026;0.506522;0.694139;1.000000
22026;0.894928;0.312088;0.654765
22027;0.924638;0.673260;0.683968
22027;0.386232;0.660073;1.000000
22027;0.238406;0.708059;0.799980
22028;0.595652;0.671795;0.692669
22028;0.453623;0.790842;0.588559
22028;0.207971;0.656777;1.000000
22028;0.902174;0.710623;0.989099
22029;0.262319;0.670696;0.592159
22029;0.126812;0.791209;0.687169
22029;0.607971;0.710256;1.000000
22029;0.781884;0.641026;1.000000
22030;0.273913;0.710623;1.000000
22030;0.448551;0.642125;1.000000
22031;0.136957;0.642857;1.000000
22031;0.044203;0.701832;0.831983
22032;0.891304;0.410989;0.661266
22032;0.828986;0.389377;1.000000
22032;0.808696;0.825641;0.799980
22033;0.592029;0.762637;0.582158
22033;0.512319;0.827473;1.000000
22033;0.527536;0.384249;1.000000
22034;0.713768;0.629670;0.866687
22034;0.302174;0.384615;0.599960
22034;0.197826;0.826374;1.000000
22034;0.211594;0.384615;0.899990
22035;0.044203;0.758242;0.825183
22035;0.378986;0.628938;0.867087
22035;0.110870;0.364103;0.799980
22036;0.059420;0.629304;0.953595
22037;0.876087;0.804762;1.000000
22038;0.571014;0.804396;1.000000
22039;0.238406;0.805861;1.000000
22040;0.029710;0.807326;0.939694
22041;0.960145;0.647253;0.835984
22042;0.729710;0.658974;1.000000
22043;0.939855;0.787546;0.953495
22043;0.397826;0.657875;1.000000
22044;0.097826;0.341392;0.580958
22044;0.880435;0.721612;1.000000
22044;0.726812;0.778755;1.000000
22044;0.104348;0.659341;1.000000
22045;0.678261;0.721978;1.000000
22045;0.395652;0.779121;1.000000
22046;0.343478;0.722344;1.000000
22046;0.822464;0.763004;1.000000
22046;0.118116;0.801099;0.672967
22047;0.130435;0.719048;1.000000
22047;0.870290;0.754945;1.000000
22047;0.513043;0.762271;1.000000
22048;0.609420;0.753114;1.000000
22048;0.189855;0.758974;1.000000
22049;0.913043;0.716484;1.000000
22049;0.261594;0.753846;1.000000
22049;0.571014;0.790476;1.000000
22050;0.597826;0.714286;1.000000
22050;0.236232;0.779121;1.000000
22051;0.264493;0.714652;1.000000
22051;0.884058;0.408425;0.956496
22051;0.752899;0.662637;1.000000
22051;0.067391;0.793040;0.961196
22051;0.936232;0.689011;0.778878
22052;0.550725;0.408059;0.955696
22052;0.884783;0.671795;1.000000
22052;0.504348;0.665201;1.000000
22052;0.659420;0.687546;1.000000
22053;0.732609;0.785348;0.976798
22053;0.217391;0.408059;0.955696
22053;0.636957;0.671062;1.000000
22053;0.252899;0.671795;1.000000
22053;0.332609;0.687912;0.899990
22054;0.398551;0.785348;0.977298
22054;0.304348;0.670696;1.000000
22054;0.064493;0.685348;0.980198
22054;0.798551;0.690476;0.699970
22054;0.099275;0.619414;0.552255
22055;0.087681;0.785348;0.960396
22055;0.087681;0.673993;1.000000
22055;0.523188;0.694505;0.699970
22056;0.222464;0.697436;0.899990
22057;0.934058;0.612454;0.655866
22058;0.690580;0.622711;0.899990
22059;0.357246;0.623077;0.899990
22060;0.090580;0.624542;0.899990
22062;0.861594;0.694139;1.000000
22062;0.886957;0.784615;0.984998
22063;0.528261;0.694505;1.000000
22063;0.581884;0.786081;1.000000
22064;0.944928;0.751282;0.832383
22064;0.198551;0.693407;1.000000
22064;0.247101;0.786081;1.000000
22065;0.742754;0.739194;1.000000
22066;0.409420;0.738462;1.000000
22066;0.859420;0.764103;0.599960
22067;0.128261;0.738828;1.000000
22067;0.578261;0.761172;0.899990
22067;0.921014;0.673260;0.699970
22068;0.243478;0.761538;0.899990
22069;0.828986;0.720513;0.899990
22069;0.593478;0.448718;0.767377
22069;0.148551;0.587546;0.699970
22070;0.842754;0.721612;1.000000
22070;0.259420;0.448718;0.767777
22071;0.626087;0.721978;1.000000
22072;0.950000;0.730403;0.957796
22072;0.292754;0.722711;1.000000
22073;0.790580;0.703663;1.000000
22073;0.118841;0.719048;0.981598
22074;0.518841;0.705128;1.000000
22074;0.891304;0.641392;1.000000
22075;0.232609;0.705128;1.000000
22075;0.587681;0.642857;1.000000
22075;0.822464;0.626007;0.699970
22076;0.072464;0.693407;0.598960
22076;0.253623;0.643223;1.000000
22076;0.565942;0.617582;0.599960
22077;0.821014;0.711355;1.000000
22077;0.233333;0.617582;0.899990
22078;0.508696;0.712454;1.000000
22078;0.815217;0.645421;0.699970
22079;0.186232;0.710623;1.000000
22079;0.936232;0.724542;0.833583
22079;0.963768;0.316484;0.829883
22079;0.509420;0.659341;0.899990
22080;0.753623;0.318681;1.000000
22080;0.665217;0.726740;0.970197
22080;0.192029;0.674725;0.899990
22081;0.423913;0.318681;1.000000
22081;0.333333;0.726374;0.969297
22082;0.123913;0.318681;1.000000
22082;0.062319;0.727473;0.836184
22085;0.970290;0.727106;0.919092
22085;0.739855;0.780952;1.000000
22086;0.776087;0.750916;1.000000
22086;0.413768;0.781319;1.000000
22086;0.824638;0.637363;1.000000
22087;0.443478;0.750916;1.000000
22087;0.144928;0.779853;0.999600
22087;0.502899;0.637729;1.000000
22088;0.136957;0.750549;1.000000
22088;0.183333;0.636630;1.000000
22089;0.949275;0.642857;0.975798
22090;0.494203;0.324908;1.000000
22090;0.046377;0.607326;0.732873
22091;0.903623;0.670330;1.000000
22091;0.501449;0.325641;1.000000
22091;0.273188;0.624176;0.599960
22092;0.962319;0.730037;0.823982
22092;0.740580;0.717949;1.000000
22092;0.508696;0.320513;1.000000
22093;0.705797;0.721978;1.000000
22093;0.569565;0.721245;1.000000
22093;0.330435;0.306960;1.000000
22094;0.373913;0.720879;1.000000
22094;0.389130;0.728571;1.000000
22094;0.198551;0.325641;0.799980
22094;0.563768;0.672527;0.599960
22095;0.078261;0.721612;0.978698
22095;0.568116;0.690476;1.000000
22095;0.223188;0.632601;0.599960
22095;0.819565;0.330403;1.000000
22095;0.136232;0.814652;0.799980
22096;0.956522;0.665201;0.840484
22096;0.281159;0.691575;1.000000
22096;0.486957;0.331136;1.000000
22097;0.889855;0.769597;0.978398
22097;0.746377;0.665568;0.899990
22097;0.114493;0.689377;1.000000
22097;0.155072;0.331502;1.000000
22098;0.622464;0.774359;1.000000
22098;0.415217;0.665934;0.899990
22098;0.901449;0.684249;0.854385
22099;0.293478;0.775458;0.899990
22099;0.866667;0.689744;0.699970
22099;0.902174;0.897436;1.000000
22099;0.896377;0.809524;1.000000
22099;0.566667;0.683516;0.853585
22099;0.860870;0.689377;0.899990
22099;0.857246;0.615751;0.799980
22100;0.552174;0.693040;0.599960
22100;0.686232;0.896703;1.000000
22100;0.609420;0.812454;1.000000
22100;0.544203;0.690476;0.899990
22100;0.235507;0.683150;0.855486
22101;0.912319;0.350183;1.000000
22101;0.207246;0.689377;0.799980
22101;0.781884;0.764835;1.000000
22101;0.352174;0.896337;1.000000
22101;0.277536;0.811355;1.000000
22101;0.913768;0.711355;0.992999
22101;0.207246;0.689377;0.899990
22101;0.357971;0.617216;0.599960
22102;0.632609;0.349084;1.000000
22102;0.738406;0.712821;0.799980
22102;0.149275;0.758608;0.599960
22102;0.450725;0.765934;1.000000
22102;0.121739;0.901832;1.000000
22102;0.162319;0.626007;0.699970
22102;0.736232;0.712088;0.599960
22103;0.298551;0.348718;1.000000
22103;0.397826;0.711722;1.000000
22103;0.026812;0.804029;0.726973
22103;0.151449;0.766667;1.000000
22104;0.051449;0.327473;0.750775
22104;0.149275;0.713919;1.000000
22104;0.975362;0.426740;0.615562
22105;0.892029;0.278755;0.844484
22105;0.736957;0.391209;0.799980
22106;0.726087;0.291941;1.000000
22106;0.863768;0.772161;0.994599
22106;0.404348;0.390110;0.899990
22107;0.831159;0.720879;1.000000
22107;0.917391;0.341758;1.000000
22107;0.557971;0.772527;1.000000
22107;0.465217;0.291209;0.899990
22108;0.782609;0.564103;0.997400
22108;0.535507;0.719414;1.000000
22108;0.763768;0.343956;1.000000
22108;0.223913;0.772527;1.000000
22108;0.231159;0.291575;0.799980
22108;0.643478;0.682784;0.699970
22109;0.449275;0.564469;0.998200
22109;0.204348;0.717582;1.000000
22109;0.797826;0.645055;1.000000
22109;0.855797;0.829670;0.599960
22109;0.581884;0.342125;1.000000
22109;0.855797;0.826007;0.799980
22109;0.326812;0.691941;0.699970
22110;0.116667;0.564103;0.995300
22110;0.487681;0.646520;1.000000
22110;0.565942;0.827839;0.799980
22110;0.353623;0.335897;1.000000
22110;0.110870;0.707692;1.000000
22110;0.967391;0.775824;0.617062
22111;0.184783;0.646154;1.000000
22111;0.232609;0.827106;0.899990
22111;0.187681;0.339927;1.000000
22111;0.222464;0.826374;0.599960
22112;0.415942;0.775458;0.599960
22112;0.069565;0.410256;0.592559
22112;0.968841;0.641392;0.819282
22113;0.728986;0.638828;1.000000
22114;0.825362;0.647619;1.000000
22114;0.958696;0.680220;0.973497
22114;0.875362;0.727473;0.943294
22114;0.652899;0.748718;0.737874
22114;0.883333;0.707326;0.593459
22114;0.396377;0.638828;1.000000
22114;0.725362;0.720513;1.000000
22114;0.923913;0.240293;0.727073
22115;0.055072;0.712821;0.943894
22115;0.501449;0.645055;1.000000
22115;0.778986;0.669231;1.000000
22115;0.541304;0.726374;0.840484
22115;0.320290;0.748718;0.737474
22115;0.090580;0.638095;0.983798
22115;0.392029;0.720147;1.000000
22116;0.918116;0.606593;0.953595
22116;0.910870;0.425275;0.636564
22116;0.181884;0.646154;1.000000
22116;0.607246;0.663736;1.000000
22116;0.202174;0.728571;0.947095
22116;0.099275;0.721245;0.989699
22117;0.592029;0.606227;0.954595
22117;0.465942;0.650183;1.000000
22117;0.070290;0.585714;0.727273
22118;0.256522;0.605861;0.957796
22118;0.876087;0.364103;1.000000
22118;0.297101;0.648718;1.000000
22119;0.959420;0.721245;0.928993
22119;0.773913;0.721245;0.799980
22119;0.129710;0.661538;1.000000
22119;0.655797;0.349817;1.000000
22120;0.697101;0.723443;0.981098
22120;0.438406;0.720879;0.799980
22120;0.324638;0.351648;1.000000
22121;0.363768;0.723443;0.981098
22121;0.109420;0.720147;0.799580
22121;0.118841;0.347985;1.000000
22121;0.963768;0.385714;0.726173
22121;0.561594;0.643956;0.699970
22122;0.071014;0.723077;0.950995
22122;0.839130;0.720879;1.000000
22122;0.668116;0.386813;0.967197
22122;0.228986;0.645055;0.699970
22123;0.657971;0.701465;1.000000
22123;0.336232;0.386447;0.967697
22123;0.824638;0.807692;0.899990
22124;0.336957;0.701099;1.000000
22124;0.919565;0.623443;0.998100
22124;0.493478;0.805861;1.000000
22124;0.037681;0.386081;0.835284
22124;0.744928;0.633333;0.899990
22125;0.858696;0.707326;0.931893
22125;0.814493;0.650549;1.000000
22125;0.157971;0.631502;1.000000
22125;0.672464;0.620513;1.000000
22125;0.157971;0.801099;0.899990
22125;0.404348;0.629670;0.799980
22126;0.525362;0.707326;0.931993
22126;0.639855;0.646886;1.000000
22126;0.336232;0.619780;1.000000
22126;0.881884;0.769231;1.000000
22126;0.115217;0.632967;0.899990
22127;0.192029;0.707326;0.931993
22127;0.422464;0.645421;1.000000
22127;0.802174;0.440293;0.899990
22127;0.598551;0.745421;1.000000
22127;0.638406;0.834066;0.896990
22128;0.917391;0.354212;0.657766
22128;0.246377;0.646520;1.000000
22128;0.610145;0.373993;1.000000
22128;0.264493;0.744322;1.000000
22128;0.305797;0.834799;0.899990
22129;0.079710;0.625275;0.958896
22129;0.543478;0.360073;1.000000
22129;0.426087;0.416117;0.699970
22129;0.615942;0.335897;0.599960
22129;0.628986;0.754212;0.899990
22129;0.049275;0.814652;0.758976
22130;0.335507;0.364103;1.000000
22130;0.818116;0.673626;1.000000
22130;0.386232;0.754579;1.000000
22131;0.831884;0.680586;1.000000
22131;0.163043;0.367399;1.000000
22131;0.136957;0.247985;0.677968
22131;0.482609;0.656777;1.000000
22131;0.210870;0.768132;1.000000
22131;0.674638;0.753114;0.882888
22132;0.543478;0.679853;1.000000
22132;0.931159;0.753480;0.844184
22132;0.656522;0.730769;0.558856
22132;0.160145;0.657143;1.000000
22132;0.342029;0.750916;0.986499
22132;0.044928;0.756777;0.899890
22132;0.922464;0.645788;0.741874
22133;0.240580;0.680220;1.000000
22133;0.670290;0.706593;0.899990
22133;0.321014;0.730037;0.758576
22133;0.846377;0.614652;1.000000
22133;0.060145;0.767766;0.929893
22133;0.898551;0.655678;0.839384
22133;0.609420;0.645788;0.750775
22134;0.885507;0.365934;1.000000
22134;0.331159;0.706593;0.799980
22134;0.047826;0.729670;0.525753
22134;0.585507;0.617949;1.000000
22134;0.902899;0.699267;1.000000
22134;0.564493;0.656410;0.640964
22135;0.081884;0.693407;1.000000
22135;0.720290;0.345421;1.000000
22135;0.247101;0.617582;1.000000
22135;0.668116;0.680220;1.000000
22135;0.913768;0.463736;0.986099
22135;0.229710;0.656410;0.641564
22136;0.526087;0.315018;1.000000
22136;0.717391;0.453846;1.000000
22136;0.334783;0.681685;1.000000
22136;0.923188;0.689744;0.961896
22137;0.501449;0.303663;1.000000
22137;0.759420;0.647619;1.000000
22137;0.383333;0.452747;1.000000
22137;0.099275;0.665201;1.000000
22138;0.908696;0.666300;1.000000
22138;0.410870;0.265568;1.000000
22138;0.676812;0.674725;0.828883
22138;0.457246;0.647619;1.000000
22138;0.139855;0.448718;1.000000
22139;0.670290;0.667766;1.000000
22139;0.231159;0.256410;1.000000
22139;0.344203;0.675458;0.829283
22139;0.839130;0.604762;0.733373
22139;0.193478;0.643223;1.000000
22140;0.250725;0.664469;1.000000
22140;0.336957;0.669597;0.899990
22140;0.505072;0.604762;0.733673
22140;0.064493;0.250549;0.676968
22141;0.094928;0.701465;0.987199
22141;0.173188;0.605128;0.733573
22142;0.573188;0.333333;0.699970
22142;0.962319;0.802198;0.831183
22143;0.512319;0.309158;0.799980
22143;0.757971;0.775458;1.000000
22144;0.506522;0.319414;0.899990
22144;0.421739;0.774359;1.000000
22145;0.425362;0.323810;0.899990
22145;0.128986;0.774725;1.000000
22146;0.765942;0.604029;0.588459
22147;0.892029;0.359341;0.987699
22148;0.623188;0.366667;1.000000
22148;0.785507;0.667033;0.799980
22148;0.794203;0.768132;1.000000
22149;0.290580;0.367399;1.000000
22149;0.550725;0.675092;1.000000
22149;0.911594;0.890842;1.000000
22149;0.457971;0.769597;1.000000
22149;0.773913;0.293407;1.000000
22150;0.063768;0.386813;0.938794
22150;0.263043;0.678755;1.000000
22150;0.895652;0.643590;1.000000
22150;0.647826;0.889011;1.000000
22150;0.157246;0.768864;1.000000
22150;0.568116;0.290842;1.000000
22151;0.094928;0.702930;1.000000
22151;0.721014;0.661538;1.000000
22151;0.313043;0.888645;1.000000
22151;0.844928;0.822344;1.000000
22151;0.292754;0.289744;1.000000
22152;0.646377;0.656044;0.799980
22152;0.805072;0.312821;1.000000
22152;0.539855;0.660806;1.000000
22152;0.608696;0.818315;1.000000
22152;0.068116;0.900733;1.000000
22152;0.122464;0.291209;0.799980
22153;0.313043;0.656410;0.799980
22153;0.536232;0.316484;1.000000
22153;0.342754;0.663736;1.000000
22153;0.275362;0.818315;1.000000
22153;0.887681;0.248718;0.660866
22154;0.893478;0.353114;0.983098
22154;0.225362;0.317216;1.000000
22154;0.837681;0.700733;1.000000
22154;0.191304;0.668132;1.000000
22154;0.098551;0.814652;1.000000
22155;0.564493;0.352747;0.990099
22155;0.060145;0.351282;0.954695
22155;0.536232;0.701465;1.000000
22155;0.924638;0.672161;0.558756
22156;0.206522;0.363736;0.950195
22156;0.202899;0.702930;1.000000
22156;0.726087;0.658608;0.899990
22157;0.802174;0.709158;1.000000
22157;0.392754;0.658608;1.000000
22157;0.035507;0.436996;0.533553
22158;0.965942;0.273993;0.936394
22158;0.885507;0.756044;1.000000
22158;0.510870;0.712088;1.000000
