time;utilityPicked;utilityLost;picks_por_minuto;totalPicks
16-03-2021 09:42:17;0;0;0.0;0
16-03-2021 09:42:22;2.885289;0;18.255578093306276;3
16-03-2021 09:42:27;9.297331;0;40.65040650406483;10
16-03-2021 09:42:32;14.856887;0;49.2055356227572;16
16-03-2021 09:42:37;21.884090000000004;0;58.87162714636089;24
16-03-2021 09:42:42;28.784680000000005;0;63.24379462767705;31
16-03-2021 09:42:47;35.16491800000001;0;66.356228172293;38
16-03-2021 09:42:52;42.11911400000001;0;68.68481302467583;45
16-03-2021 09:42:57;48.572859000000015;0;70.41299932295254;52
16-03-2021 09:43:02;54.124614000000015;0;70.6455542021934;58
16-03-2021 09:43:07;61.67886900000001;0;72.98193881312328;66
16-03-2021 09:43:12;68.23252500000001;0;73.97399087992046;73
16-03-2021 09:43:17;74.845786;0;74.75471110419114;80
16-03-2021 09:43:22;81.152316;0;75.4771544245248;87
16-03-2021 09:43:27;87.89839099999999;0;76.05177993527721;94
16-03-2021 09:43:32;94.44044499999998;0;77.36063708760184;102
16-03-2021 09:43:37;100.740175;0;77.80157030692607;109
16-03-2021 09:43:42;106.68907;0;78.1495620929736;116
16-03-2021 09:43:47;113.58265899999999;0;79.14051696628289;124
16-03-2021 09:43:52;118.48374799999999;0;78.77992122008156;130
16-03-2021 09:43:57;124.62816199999999;0;79.06887264332723;137
16-03-2021 09:44:02;131.34813400000002;0;79.33155816729705;144
16-03-2021 09:44:07;137.40384;0;79.53647616539676;151
16-03-2021 09:44:12;144.066407;0;79.75769813225953;158
16-03-2021 09:44:17;151.17611799999997;0;80.4133699337994;166
16-03-2021 09:44:22;156.50305099999997;0;80.08691603290698;172
16-03-2021 09:44:27;164.372538;0;80.71145654286157;180
16-03-2021 09:44:32;171.58756;0;81.26215690512367;188
16-03-2021 09:44:37;176.973299;0;80.96828046744662;194
16-03-2021 09:44:42;181.80778300000003;0;81.50090780714166;202
16-03-2021 09:44:47;186.87939000000006;0;81.19185479149009;208
16-03-2021 09:44:52;193.6793710000001;0;81.68410437413242;216
16-03-2021 09:44:57;199.6346660000001;0;81.41311655766614;222
16-03-2021 09:45:02;206.1990230000001;0;81.48982859853902;229
16-03-2021 09:45:07;212.8071840000001;0;81.56212199757832;236
16-03-2021 09:45:12;219.23892800000013;0.792879;81.6532258064487;243
16-03-2021 09:45:17;225.08971300000013;0.792879;81.39028110699167;249
16-03-2021 09:45:22;231.31263500000014;1.6484649999999998;81.45948239286857;256
16-03-2021 09:45:27;237.66597100000013;1.6484649999999998;81.54617332437188;263
16-03-2021 09:45:32;244.59596400000012;1.6484649999999998;81.60797944687477;270
16-03-2021 09:45:37;251.94209900000013;1.6484649999999998;81.96157436980498;278
16-03-2021 09:45:42;257.57136100000014;1.6484649999999998;81.74230068118068;284
16-03-2021 09:45:47;264.65976900000015;1.6484649999999998;82.0762672163348;292
16-03-2021 09:45:52;270.4646490000002;1.6484649999999998;81.8456468003238;298
16-03-2021 09:45:57;278.1965220000002;1.6484649999999998;82.18074392372158;306
16-03-2021 09:46:02;284.9408960000002;1.6484649999999998;82.2205682763388;313
16-03-2021 09:46:07;291.7127730000002;1.6484649999999998;82.25868643159441;320
16-03-2021 09:46:12;298.2260240000002;1.6484649999999998;82.31246853498219;327
16-03-2021 09:46:17;303.9782990000002;2.5484549999999997;82.11746331839328;333
16-03-2021 09:46:22;311.0370050000002;2.5484549999999997;82.39700374531097;341
16-03-2021 09:46:27;316.3411360000002;2.5484549999999997;82.19178082191023;347
16-03-2021 09:46:32;324.0793090000002;2.5484549999999997;82.47502516842708;355
16-03-2021 09:46:37;329.2807290000002;2.5484549999999997;82.27607688216172;361
16-03-2021 09:46:42;337.1495160000001;2.5484549999999997;82.53187206440688;369
16-03-2021 09:46:47;343.11781200000013;2.5484549999999997;82.55873527042998;376
16-03-2021 09:46:52;349.49734900000016;2.5484549999999997;82.59947521655441;383
16-03-2021 09:46:57;356.99379800000014;2.5484549999999997;82.83605804878889;391
16-03-2021 09:47:02;362.83388200000013;2.5484549999999997;82.66240977233971;397
16-03-2021 09:47:07;369.15891400000015;2.5484549999999997;82.68522308636008;404
16-03-2021 09:47:12;375.7257700000001;2.5484549999999997;82.7072712637417;411
16-03-2021 09:47:17;383.20681800000017;2.5484549999999997;82.94018673088028;419
16-03-2021 09:47:22;390.67976500000015;2.5484549999999997;83.15212099573861;427
16-03-2021 09:47:27;395.29302600000017;2.5484549999999997;82.98728678207671;433
16-03-2021 09:47:32;401.92318900000015;2.5484549999999997;83.00320694207645;440
16-03-2021 09:47:37;407.3090280000001;3.053606;82.83291029529113;446
16-03-2021 09:47:42;413.75087200000013;3.053606;82.86332733757098;453
16-03-2021 09:47:47;420.43974100000014;3.053606;82.88039398215238;460
16-03-2021 09:47:52;427.05600200000015;3.053606;83.08675582908172;468
16-03-2021 09:47:57;432.4875450000001;3.053606;82.92512246325045;474
16-03-2021 09:48:02;439.3183280000002;3.053606;83.11300149441394;482
16-03-2021 09:48:07;444.4842440000002;3.053606;83.13734379869138;489
16-03-2021 09:48:12;450.5628530000002;3.053606;83.14939509931568;496
16-03-2021 09:48:17;456.9359900000002;3.053606;83.17257344429252;503
16-03-2021 09:48:22;463.02989800000023;3.053606;83.20643898193357;510
16-03-2021 09:48:27;470.48004200000025;3.053606;83.37804485458683;518
16-03-2021 09:48:32;476.03319900000025;3.053606;83.22744599744732;524
16-03-2021 09:48:37;482.48364400000025;3.053606;83.40518930781948;532
16-03-2021 09:48:42;487.83907900000025;3.053606;83.2581052848663;538
