time;utilityPicked;utilityLost;picks_por_minuto;totalPicks
16-03-2021 13:24:43;0;0;0.0;0
16-03-2021 13:24:51;0;0;0.0;0
16-03-2021 13:24:57;0;0;0.0;0
16-03-2021 13:25:02;2.0;0;14.10105757931847;2
16-03-2021 13:25:09;5.0;6.733973;29.382957884427;5
16-03-2021 13:25:14;8.0;18.678067;39.8009950248755;8
16-03-2021 13:25:19;9.0;26.599959;38.82099209201995;9
16-03-2021 13:25:24;12.0;32.441043;48.28973843058325;12
16-03-2021 13:25:30;15.0;37.297329000000005;53.859964093356936;15
16-03-2021 13:25:35;19.0;49.59785800000001;60.606060606060176;19
16-03-2021 13:25:40;20.986899;56.261024000000006;63.126252505009546;21
16-03-2021 13:25:45;23.90349;65.23872300000001;66.32888070013766;24
16-03-2021 13:25:50;26.872587000000003;70.428641;70.25151777970453;27
16-03-2021 13:25:56;29.872587000000003;78.008299;72.55139056831858;30
16-03-2021 13:26:02;31.872587000000003;84.85228299999999;72.69973494888234;32
16-03-2021 13:26:08;33.872587;94.59085699999999;72.18683651804602;34
16-03-2021 13:26:13;37.869087;102.87398499999998;76.10146862483238;38
16-03-2021 13:26:20;39.855386;113.77687399999996;75.2115324349726;40
16-03-2021 13:26:25;43.855386;121.41003799999999;78.43137254901909;44
16-03-2021 13:26:36;47.818282;139.680466;78.02763478732042;48
16-03-2021 13:26:52;57.818282;159.53775300000004;82.4449182658143;58
16-03-2021 13:27:07;66.81828200000001;187.68676800000003;84.25906518549671;67
16-03-2021 13:27:22;74.81828200000001;209.66626500000012;86.43872454859914;75
16-03-2021 13:27:38;82.81828200000001;227.89238900000015;88.2822194646356;83
16-03-2021 13:27:55;91.70057000000001;254.98489800000016;88.73171515833667;92
16-03-2021 13:28:12;98.65356500000001;274.08600700000017;88.57739337906573;99
16-03-2021 13:28:29;105.64076400000002;297.6925670000002;88.4438881935777;106
16-03-2021 13:28:44;113.64076400000002;319.0716040000004;89.7520010497336;114
16-03-2021 13:29:00;120.24072400000001;339.5039470000004;90.00743863129458;121
16-03-2021 13:29:16;126.89919000000002;361.7485710000004;89.8140568354607;128
16-03-2021 13:29:33;135.87098700000004;384.80797700000045;90.81869406695695;137
16-03-2021 13:29:50;143.78547800000004;404.6232580000004;91.47303122700346;145
16-03-2021 13:30:06;151.72707200000005;424.5354490000005;92.39130434782935;153
16-03-2021 13:30:24;161.68526800000004;458.4822420000005;92.6926357691248;163
16-03-2021 13:30:41;170.64816400000004;486.23221900000055;92.58926969316695;172
16-03-2021 13:30:58;180.64816400000004;511.8534830000007;93.12638580931623;182
16-03-2021 13:31:17;189.64816400000004;538.2272190000009;93.3909216852779;191
16-03-2021 13:31:32;197.64816400000004;556.909287000001;93.89745202894366;199
16-03-2021 13:31:52;208.495549;587.851682000001;94.26904084992042;210
16-03-2021 13:32:08;216.495549;609.2027170000011;94.3314582431866;218
16-03-2021 13:32:24;222.448544;629.1693120000011;94.04520327478947;224
16-03-2021 13:32:41;230.435743;649.6107560000012;94.62307117123292;232
16-03-2021 13:32:56;236.435743;672.198214000001;94.37578481263621;238
16-03-2021 13:33:12;243.69416900000002;693.0691010000013;94.427739747936;246
16-03-2021 13:33:29;251.69416900000002;717.3728300000014;94.56440804169627;254
16-03-2021 13:33:46;260.665966;739.0183940000016;94.65538959870226;263
16-03-2021 13:34:03;268.522051;759.8524790000018;95.1377918202537;271
16-03-2021 13:34:20;277.522051;787.704663000002;95.04412763068248;280
16-03-2021 13:34:38;286.480247;812.8107730000022;95.5845873987064;289
16-03-2021 13:34:54;294.443143;836.9191860000021;95.57009546282967;297
16-03-2021 13:35:12;305.443143;864.5298480000022;95.89538685070355;308
16-03-2021 13:35:28;311.443143;884.8138750000024;95.55690809494313;314
